subscriber_id,region,plan,onboarding_score,negative_ticket_pre_renewal,cancelled,total_spent,days_before_renewal_negative_ticket,cancellation_reason
S-13681,Northeast,Monthly Essentials,38.4,False,0,685.78,,
S-13681,Northeast,Monthly Essentials,38.4,False,0,685.78,,
S-17705,Midwest,Monthly Essentials,81.2,False,0,683.78,,
S-17876,West,Monthly Plus,86.6,False,0,775.76,,
S-13191,West,Monthly Plus,93.4,True,No,USD 908.51,6.2,
S-17777,Northeast,Quarterly Bundle,77.6,False,No,"$3,036.73",,
S-13839,South,Monthly Plus,40.8,No,No,943.87,,
S-14066,Midwest,Monthly Plus,43.0,No,No,USD 1372.10,,
S-16395,Northeast,Monthly Plus,55.4,False,0,322.97,,
S-15249,South,Monthly Plus,68.5,No,No,1348.17,,
S-11823,South,Quarterly Bundle,57.6,Yes,False,"$2,378.84",8.7,
S-12535,South,Monthly Essentials,87.6,True,No,107.72,2.9,
S-17134,Northeast,Quarterly Bundle,76.5,No,0,826.46,,
S-10191,Northeast,Monthly Plus,52.3,True,0,251.13,5.4,
S-10191,Northeast,Monthly Plus,52.3,True,0,251.13,5.4,
S-13226,South,Quarterly Bundle,89.6,Yes,False,"$3,233.98",0.8,
S-17922,Northeast,Monthly Essentials,93.5,False,0,$84.36,,
S-17922,Northeast,Monthly Essentials,93.5,False,0,$84.36,,
S-15611,Midwest,Monthly Essentials,55.5,0,0,624.48,,
S-16788,Midwest,Quarterly Bundle,78.1,0,Yes,USD 1412.65,,shipping issues
S-13665,Northeast,Monthly Plus,43.0,False,0,1105.10,,
S-13133,West,Quarterly Bundle,93.4,Yes,No,1114.01,8.0,
S-13582,Midwest,Monthly Essentials,41.8,False,No,72.47,,
S-15927,West,Monthly Plus,72.4,No,False,172.38,,
S-14525,Northeast,Monthly Plus,38.1,False,No,USD 633.47,,
S-17795,South,Monthly Plus,77.5,False,0,960.41,,
S-16427,South,Quarterly Bundle,57.4,0,0,1943.03,,
S-13447,Northeast,Quarterly Bundle,51.8,False,False,2264.85,,
S-11784,Northeast,Monthly Essentials,70.2,Yes,False,220.67,12.5,
S-11871,South,Monthly Essentials,64.7,True,0,499.83,5.5,
S-10078,Northeast,Monthly Essentials,51.4,True,Yes,233.85,2.4,bad support experience
S-10224,South,Quarterly Bundle,55.0,True,Yes,451.66,6.9,poor quality
S-10831,West,Monthly Plus,43.8,Yes,No,"$1,330.94",0.5,
S-18001,Northeast,Quarterly Bundle,86.8,False,False,581.00,,
S-14687,Midwest,Monthly Plus,42.0,False,False,$295.44,,
S-13860,Northeast,Monthly Essentials,43.3,False,0,514.37,,
S-16053,West,Monthly Plus,55.4,False,No,$632.90,,
S-11768,Midwest,Monthly Plus,59.6,Yes,False,$163.69,9.0,
S-14915,West,Quarterly Bundle,42.2,No,0,"$2,838.72",,
S-12680,Midwest,Quarterly Bundle,83.0,1,0,154.71,6.1,
S-13594,Midwest,Quarterly Bundle,37.9,0,Yes,$699.45,,moving/relocating
S-10841,South,Monthly Essentials,37.4,1,Yes,$601.91,9.8,poor quality
S-10331,West,Quarterly Bundle,39.9,True,True,"$2,925.68",11.4,poor quality
S-17343,South,Monthly Plus,75.9,0,False,USD 1187.68,,
S-17467,Northeast,Monthly Plus,94.8,No,0,"$1,300.88",,
S-17367,Northeast,Quarterly Bundle,83.3,No,True,3231.36,,no longer needed
S-16404,Northeast,Monthly Plus,60.0,False,0,571.20,,
S-13612,South,Monthly Plus,51.9,No,No,779.33,,
S-12442,South,Monthly Plus,98.5,1,True,$296.05,13.3,moving/relocating
S-16617,West,Monthly Essentials,74.0,0,False,544.95,,
S-14783,South,Monthly Plus,40.1,0,0,362.34,,
S-15360,Northeast,Monthly Essentials,58.8,No,False,$913.66,,
S-11100,South,Monthly Plus,73.6,True,1,$768.45,2.4,moving/relocating
S-16209,Midwest,Monthly Plus,67.9,False,0,$546.47,,
S-15987,South,Monthly Essentials,68.0,False,False,$243.47,,
S-16006,West,Quarterly Bundle,61.9,False,No,"$3,009.03",,
S-10108,South,Monthly Essentials,36.9,1,No,USD 634.31,4.8,
S-12125,South,Monthly Plus,69.8,Yes,Yes,$680.71,10.2,bad support experience
S-14870,Northeast,Quarterly Bundle,43.0,0,False,311.10,,
S-14690,West,Quarterly Bundle,41.3,No,No,$843.37,,
S-14834,Midwest,Quarterly Bundle,46.1,No,No,"$3,260.27",,
S-11373,South,Monthly Essentials,72.9,Yes,Yes,USD 936.27,4.5,shipping issues
S-12963,West,Quarterly Bundle,92.2,True,No,USD 3520.33,10.7,
S-15394,South,Monthly Essentials,74.4,No,No,USD 445.04,,
S-15852,South,Monthly Plus,61.0,No,False,662.34,,
S-15852,South,Monthly Plus,61.0,No,False,662.34,,
S-15385,Northeast,Monthly Essentials,55.3,0,No,699.16,,
S-17355,Midwest,Quarterly Bundle,88.3,No,False,"$2,260.69",,
S-18339,West,Monthly Essentials,75.2,False,0,39.37,,
S-16491,West,Quarterly Bundle,64.2,0,0,"$1,830.41",,
S-15248,Northeast,Quarterly Bundle,55.6,No,False,1170.71,,
S-11426,West,Quarterly Bundle,68.6,1,False,USD 1727.23,5.2,
S-10706,Midwest,Monthly Plus,40.4,Yes,Yes,239.12,1.1,paused indefinitely
S-15195,Midwest,Quarterly Bundle,70.1,False,0,"$2,307.19",,
S-10421,West,Monthly Essentials,45.8,Yes,No,795.44,8.7,
S-17773,Northeast,Monthly Plus,82.7,False,1,179.81,,moving/relocating
S-12218,Midwest,Monthly Plus,79.2,1,No,USD 636.28,3.2,
S-13438,South,Quarterly Bundle,48.3,No,False,321.87,,
S-13509,West,Monthly Essentials,47.4,0,False,556.82,,
S-17647,West,Monthly Essentials,80.9,False,No,399.10,,
S-11245,Northeast,Monthly Plus,64.8,Yes,No,USD 536.19,10.1,
S-13486,Midwest,Monthly Essentials,54.4,No,No,USD 429.43,,
S-12580,West,Monthly Essentials,86.0,Yes,No,$298.40,5.0,
S-14642,Northeast,Monthly Essentials,39.1,0,False,324.91,,
S-15091,West,Monthly Plus,69.7,0,False,"$1,146.67",,
S-15508,West,Quarterly Bundle,66.6,False,False,2473.53,,
S-15817,South,Monthly Plus,61.3,No,0,596.45,,
S-14031,West,Quarterly Bundle,50.9,No,False,1566.16,,
S-13552,Northeast,Quarterly Bundle,50.0,No,False,2674.71,,
S-11572,Midwest,Quarterly Bundle,56.0,True,Yes,2961.22,0.6,
S-15064,West,Monthly Plus,63.6,False,No,508.19,,
S-17720,Northeast,Monthly Essentials,84.9,0,No,USD 666.68,,
S-14412,Midwest,Quarterly Bundle,42.1,No,No,1574.98,,
S-15176,West,Monthly Plus,61.5,False,No,$124.38,,
S-16832,Northeast,Monthly Plus,75.6,False,No,USD 1120.53,,
S-13543,Northeast,Monthly Plus,44.4,False,No,657.75,,
S-15678,West,Monthly Plus,58.9,No,No,"$1,557.57",,
S-16396,West,Monthly Plus,61.4,No,No,USD 920.72,,
S-14275,South,Monthly Plus,36.6,False,False,1079.74,,
S-17926,Midwest,Quarterly Bundle,86.6,False,No,USD 3310.83,,
S-12367,Midwest,Monthly Essentials,86.3,Yes,No,USD 205.12,4.3,
S-11428,West,Monthly Plus,61.0,Yes,1,282.54,5.6,too expensive
S-11675,West,Monthly Essentials,67.4,True,0,$822.66,2.4,
S-10555,Midwest,Monthly Plus,35.0,Yes,True,$111.01,12.8,
S-13140,Midwest,Monthly Essentials,78.2,1,False,252.49,3.4,
S-14309,Northeast,Monthly Plus,47.9,No,False,1292.58,,
S-16941,West,Quarterly Bundle,85.9,False,False,2938.04,,
S-17874,Northeast,Quarterly Bundle,97.6,False,False,USD 2827.34,,
S-11316,West,Monthly Essentials,70.2,True,Yes,$125.31,11.2,
S-16713,West,Monthly Essentials,83.2,0,No,814.40,,
S-15153,Midwest,Monthly Plus,63.1,No,No,408.78,,
S-10183,Northeast,Monthly Plus,36.4,True,Yes,776.47,2.9,bad support experience
S-13899,Northeast,Quarterly Bundle,39.4,0,False,1954.66,,
S-11240,South,Monthly Essentials,67.2,Yes,No,USD 626.60,8.2,
S-13411,South,Monthly Essentials,39.3,False,False,240.46,,
S-12235,South,Monthly Essentials,83.9,1,No,$365.77,4.2,
S-14942,West,Monthly Plus,45.2,False,False,USD 869.39,,
S-17794,Northeast,Quarterly Bundle,98.2,No,No,140.73,,
S-11831,Northeast,Monthly Essentials,60.6,1,True,USD 211.97,11.5,
S-16716,Northeast,Quarterly Bundle,86.5,0,0,$162.11,,
S-12392,West,Monthly Essentials,87.4,1,True,458.93,11.9,too expensive
S-15184,Northeast,Monthly Essentials,71.9,No,No,246.24,,
S-16195,Midwest,Quarterly Bundle,57.4,False,False,USD 964.62,,
S-15609,South,Monthly Essentials,66.5,False,0,$672.26,,
S-18293,South,Monthly Essentials,99.0,No,False,537.14,,
S-15252,Midwest,Monthly Plus,59.2,False,No,446.13,,
S-16367,Midwest,Monthly Plus,61.6,No,0,USD 765.24,,
S-11282,South,Quarterly Bundle,71.4,Yes,1,1263.02,0.0,no longer needed
S-11579,Midwest,Monthly Plus,70.0,Yes,No,USD 624.19,11.1,
S-17024,West,Monthly Plus,85.0,0,False,$399.64,,
S-13862,Midwest,Monthly Essentials,50.7,No,No,593.44,,
S-11576,South,Monthly Essentials,66.6,True,0,$361.96,5.7,
S-17798,West,Quarterly Bundle,98.7,False,False,1159.00,,
S-12283,Northeast,Monthly Plus,97.4,1,Yes,677.87,1.3,
S-15137,South,Monthly Essentials,74.9,False,0,$326.33,,
S-10704,Midwest,Monthly Essentials,39.1,Yes,True,USD 470.06,10.5,poor quality
S-11559,Northeast,Quarterly Bundle,60.4,True,No,3170.69,10.3,
S-14605,South,Monthly Essentials,41.3,False,False,$415.58,,
S-16152,Midwest,Monthly Essentials,74.1,0,False,$802.54,,
S-12875,Midwest,Monthly Plus,95.1,Yes,0,1148.52,7.1,
S-15665,South,Quarterly Bundle,68.4,No,No,"$3,419.94",,
S-14100,South,Quarterly Bundle,45.7,False,False,710.33,,
S-11083,South,Monthly Essentials,66.9,True,True,USD 916.39,13.4,
S-18214,West,Monthly Plus,88.3,False,False,717.81,,
S-11084,South,Quarterly Bundle,68.1,Yes,Yes,"$2,869.34",2.9,
S-11084,South,Quarterly Bundle,68.1,Yes,Yes,"$2,869.34",2.9,
S-16896,South,Monthly Essentials,76.7,False,False,918.53,,
S-17369,South,Monthly Plus,92.1,False,0,61.20,,
S-11219,South,Monthly Essentials,71.4,Yes,No,486.72,12.9,
S-11007,Northeast,Monthly Essentials,53.6,True,True,$113.29,2.8,no longer needed
S-15689,Northeast,Monthly Plus,65.0,No,No,284.84,,
S-14742,West,Monthly Plus,50.3,False,False,USD 1156.74,,
S-16563,South,Monthly Essentials,65.2,0,False,578.67,,
S-16200,Midwest,Quarterly Bundle,70.0,No,No,1163.89,,
S-17957,Midwest,Monthly Essentials,90.7,No,False,231.02,,
S-12427,West,Monthly Plus,96.5,Yes,Yes,171.56,12.9,
S-13905,South,Monthly Plus,37.3,False,No,USD 1266.32,,
S-10784,West,Monthly Plus,37.6,True,Yes,USD 591.82,12.2,shipping issues
S-15232,Northeast,Quarterly Bundle,67.2,0,0,$147.39,,
S-13403,Midwest,Monthly Plus,53.5,No,0,497.04,,
S-14032,West,Quarterly Bundle,42.5,False,0,1110.58,,
S-14333,South,Monthly Essentials,42.7,0,No,$637.38,,
S-13472,Midwest,Quarterly Bundle,50.2,No,No,"$3,657.75",,
S-16923,Midwest,Monthly Plus,88.0,False,No,953.18,,
S-15672,Midwest,Monthly Essentials,59.9,No,0,112.55,,
S-17875,South,Monthly Plus,76.4,No,0,1059.35,,
S-11532,West,Quarterly Bundle,59.3,True,No,1526.75,12.5,
S-15880,Northeast,Quarterly Bundle,60.0,0,0,USD 443.48,,
S-10197,West,Quarterly Bundle,48.1,Yes,Yes,USD 2666.48,11.1,found alternative
S-15931,West,Monthly Plus,59.7,No,No,USD 1350.90,,
S-15958,Midwest,Monthly Essentials,64.5,False,Yes,826.26,,shipping issues
S-17892,Midwest,Monthly Essentials,89.0,No,No,USD 455.50,,
S-16082,South,Quarterly Bundle,59.1,No,0,"$2,524.72",,
S-12686,West,Monthly Plus,98.1,1,False,USD 175.22,5.7,
S-17683,West,Quarterly Bundle,90.5,0,False,USD 1104.08,,
S-17069,Northeast,Quarterly Bundle,75.6,0,False,"$3,049.27",,
S-18365,West,Monthly Essentials,85.3,No,No,431.74,,
S-14460,Midwest,Monthly Plus,42.5,False,False,124.90,,
S-17506,West,Quarterly Bundle,87.5,No,False,"$2,339.91",,
S-15463,West,Quarterly Bundle,65.0,No,No,3060.22,,
S-13477,Northeast,Monthly Essentials,35.6,False,0,856.17,,
S-14821,Midwest,Monthly Essentials,39.2,0,Yes,$591.08,,moving/relocating
S-13388,Midwest,Monthly Plus,47.6,0,0,123.67,,
S-15861,South,Quarterly Bundle,55.0,0,No,1929.91,,
S-13098,South,Quarterly Bundle,78.0,1,0,"$2,593.11",12.0,
S-16725,South,Monthly Plus,83.1,0,0,"$1,356.82",,
S-14439,Midwest,Quarterly Bundle,48.4,False,False,"$1,185.73",,
S-11305,Midwest,Monthly Essentials,59.3,1,False,USD 646.65,0.5,
S-14351,Northeast,Monthly Plus,51.9,No,No,"$1,012.36",,
S-13124,South,Quarterly Bundle,80.2,1,False,2884.42,6.4,
S-10254,Northeast,Quarterly Bundle,41.9,True,1,3467.83,3.0,no longer needed
S-13365,Northeast,Monthly Essentials,46.9,No,False,$889.97,,
S-11689,Northeast,Quarterly Bundle,71.4,True,No,1644.80,13.8,
S-15438,West,Monthly Essentials,58.5,False,False,313.76,,
S-11864,Northeast,Monthly Plus,57.2,Yes,False,USD 304.64,12.1,
S-10378,Northeast,Quarterly Bundle,45.3,Yes,1,1963.35,4.3,bad support experience
S-13555,Northeast,Monthly Plus,43.9,0,No,$169.68,,
S-15685,South,Monthly Essentials,73.2,False,No,315.58,,
S-11921,Midwest,Quarterly Bundle,60.7,Yes,No,"$1,648.48",10.3,
S-17637,Midwest,Quarterly Bundle,85.1,No,No,2013.34,,
S-11033,Northeast,Monthly Plus,40.3,1,No,USD 866.89,12.8,
S-17350,Midwest,Quarterly Bundle,82.0,False,0,"$1,389.31",,
S-17058,South,Monthly Essentials,89.6,0,No,USD 329.88,,
S-17289,Northeast,Monthly Essentials,89.8,No,No,680.60,,
S-14436,Northeast,Monthly Essentials,49.2,No,False,USD 787.24,,
S-18038,West,Monthly Plus,87.2,False,False,USD 591.33,,
S-17342,Midwest,Monthly Plus,98.6,False,False,565.30,,
S-12541,Midwest,Monthly Essentials,86.8,Yes,Yes,644.84,4.6,bad support experience
S-16317,South,Monthly Plus,66.6,No,False,966.44,,
S-11794,South,Monthly Plus,58.0,Yes,0,990.50,9.3,
S-10358,Northeast,Monthly Plus,39.2,1,Yes,441.56,9.8,found alternative
S-15060,West,Quarterly Bundle,71.4,0,False,3278.77,,
S-18338,South,Quarterly Bundle,97.0,False,No,1932.56,,
S-18063,Midwest,Monthly Plus,91.6,0,False,1139.92,,
S-13103,Midwest,Monthly Plus,79.4,True,0,968.19,9.5,
S-16100,West,Quarterly Bundle,68.1,No,No,USD 146.14,,
S-18030,West,Quarterly Bundle,88.0,No,No,$814.88,,
S-10691,South,Monthly Plus,54.4,Yes,1,USD 61.24,5.4,no longer needed
S-11602,West,Monthly Plus,74.2,True,No,508.49,10.0,
S-13395,Northeast,Monthly Plus,42.0,No,1,"$1,168.91",,moving/relocating
S-11127,Northeast,Monthly Plus,65.6,True,False,"$1,081.24",3.5,
S-18328,Midwest,Monthly Essentials,80.3,No,False,777.21,,
S-15066,Midwest,Quarterly Bundle,62.1,No,No,1679.19,,
S-15129,South,Monthly Essentials,59.9,No,No,$545.95,,
S-14578,West,Monthly Plus,41.0,0,Yes,$667.55,,too expensive
S-15640,Midwest,Monthly Essentials,71.2,No,No,233.47,,
S-17982,South,Monthly Essentials,78.1,False,0,877.74,,
S-17982,South,Monthly Essentials,78.1,False,0,877.74,,
S-13664,South,Monthly Plus,44.6,False,False,225.83,,
S-15712,South,Quarterly Bundle,73.2,False,0,3320.28,,
S-15888,Midwest,Monthly Essentials,70.0,False,No,$106.66,,
S-13119,Northeast,Quarterly Bundle,85.7,Yes,No,1030.65,2.6,
S-15201,South,Monthly Essentials,59.8,No,0,631.06,,
S-14878,Midwest,Monthly Plus,48.7,0,0,USD 572.32,,
S-10315,West,Monthly Plus,49.2,True,True,446.59,0.5,shipping issues
S-17424,South,Monthly Essentials,78.6,No,No,651.25,,
S-17717,South,Quarterly Bundle,94.6,No,No,"$2,537.13",,
S-16571,Midwest,Quarterly Bundle,64.6,No,0,"$2,074.49",,
S-12137,West,Monthly Plus,65.3,1,True,126.42,5.6,moving/relocating
S-13938,Northeast,Monthly Essentials,36.9,0,0,USD 144.90,,
S-18253,West,Monthly Essentials,79.6,False,No,465.13,,
S-16520,Midwest,Monthly Essentials,57.3,0,False,951.04,,
S-12428,South,Quarterly Bundle,76.3,True,No,2071.64,2.9,
S-13003,West,Monthly Essentials,78.0,Yes,No,$486.34,9.9,
S-12539,South,Monthly Plus,95.0,Yes,False,991.16,6.7,
S-10307,West,Quarterly Bundle,43.9,Yes,False,1262.91,4.2,
S-17461,Northeast,Monthly Plus,89.9,0,False,"$1,012.21",,
S-11824,South,Monthly Plus,71.8,Yes,True,713.98,3.3,
S-14169,Midwest,Quarterly Bundle,47.6,No,No,USD 677.50,,
S-15214,Northeast,Monthly Essentials,64.6,No,0,$554.04,,
S-15692,Midwest,Monthly Essentials,68.8,False,False,804.15,,
S-15692,Midwest,Monthly Essentials,68.8,False,False,804.15,,
S-18123,South,Monthly Plus,81.0,No,No,$967.04,,
S-18114,Midwest,Quarterly Bundle,87.0,False,No,1087.60,,
S-12714,West,Monthly Essentials,79.5,1,True,714.32,2.8,bad support experience
S-10546,Northeast,Monthly Essentials,42.0,True,True,295.87,10.8,moving/relocating
S-16444,Northeast,Monthly Essentials,58.2,False,No,$400.51,,
S-16309,West,Monthly Essentials,55.7,No,0,964.46,,
S-15103,South,Monthly Plus,64.8,False,False,USD 524.75,,
S-18335,West,Monthly Essentials,95.5,No,False,848.66,,
S-15990,South,Monthly Essentials,64.8,False,False,148.09,,
S-11091,West,Monthly Plus,57.1,1,No,"$1,164.84",7.1,
S-14532,West,Monthly Plus,41.3,No,False,$644.10,,
S-17383,West,Quarterly Bundle,78.3,0,0,USD 294.54,,
S-16356,Northeast,Monthly Plus,66.1,0,False,885.02,,
S-13772,West,Monthly Plus,55.0,0,False,USD 1321.07,,
S-13136,Midwest,Monthly Plus,89.6,True,True,944.04,8.0,shipping issues
S-12314,West,Monthly Essentials,98.4,Yes,Yes,286.81,10.7,paused indefinitely
S-17736,South,Monthly Essentials,81.9,False,0,$877.54,,
S-17346,South,Monthly Essentials,83.6,No,No,548.82,,
S-15635,Midwest,Quarterly Bundle,56.9,False,False,USD 2762.91,,
S-13774,South,Monthly Plus,40.6,No,False,USD 958.77,,
S-12956,West,Quarterly Bundle,78.0,Yes,Yes,"$2,780.64",8.3,moving/relocating
S-16907,South,Monthly Plus,84.1,False,False,1366.39,,
S-14656,Northeast,Quarterly Bundle,46.0,False,No,USD 2197.40,,
S-10827,West,Quarterly Bundle,35.1,Yes,0,939.46,3.2,
S-10959,Northeast,Monthly Plus,49.7,Yes,1,USD 384.83,6.0,bad support experience
S-10223,West,Monthly Plus,41.6,1,Yes,"$1,185.07",4.4,paused indefinitely
S-16154,Midwest,Quarterly Bundle,61.5,False,No,USD 288.37,,
S-14566,West,Quarterly Bundle,35.8,False,No,2312.33,,
S-18107,West,Quarterly Bundle,91.4,No,No,2158.89,,
S-14435,Northeast,Monthly Essentials,54.0,No,False,$943.81,,
S-17660,Northeast,Monthly Essentials,88.8,False,0,$209.81,,
S-11688,West,Quarterly Bundle,59.2,Yes,No,3495.44,2.3,
S-16027,West,Quarterly Bundle,72.1,False,No,USD 3309.55,,
S-11328,West,Quarterly Bundle,67.3,1,False,3111.58,3.9,
S-14434,South,Quarterly Bundle,45.9,No,Yes,1144.34,,shipping issues
S-15501,Northeast,Monthly Essentials,74.7,0,No,USD 691.96,,
S-15501,Northeast,Monthly Essentials,74.7,0,No,USD 691.96,,
S-16538,West,Monthly Essentials,68.7,No,False,$963.94,,
S-18060,South,Monthly Plus,95.8,0,False,$787.60,,
S-13207,Northeast,Monthly Plus,97.9,Yes,0,USD 598.58,12.7,
S-11928,Northeast,Monthly Essentials,70.9,Yes,1,123.05,0.7,too expensive
S-12774,South,Monthly Essentials,92.9,True,No,464.76,0.1,
S-14221,West,Monthly Plus,46.7,0,False,USD 565.68,,
S-16635,Northeast,Monthly Essentials,67.0,No,False,USD 966.77,,
S-11188,Northeast,Quarterly Bundle,57.2,Yes,1,1652.95,6.0,
S-16448,Midwest,Quarterly Bundle,67.8,0,False,USD 940.80,,
S-10018,Northeast,Monthly Plus,42.5,1,No,$775.53,7.6,
S-15375,Northeast,Quarterly Bundle,68.4,False,No,"$3,309.36",,
S-14274,West,Quarterly Bundle,46.1,False,No,USD 1118.77,,
S-15387,Midwest,Quarterly Bundle,65.2,False,No,2536.82,,
S-16804,Northeast,Monthly Essentials,88.2,No,No,79.44,,
S-16752,Midwest,Monthly Essentials,92.3,False,False,$37.09,,
S-16735,South,Monthly Essentials,88.4,0,False,655.85,,
S-11407,West,Monthly Essentials,59.1,True,0,USD 289.29,11.8,
S-16624,Northeast,Quarterly Bundle,70.4,No,No,USD 292.68,,
S-11081,Northeast,Monthly Plus,61.0,Yes,No,905.58,0.5,
S-16818,West,Quarterly Bundle,80.6,No,0,614.74,,
S-17864,West,Monthly Plus,90.5,No,0,418.24,,
S-12749,South,Quarterly Bundle,88.1,1,No,2853.63,4.2,
S-14035,Northeast,Quarterly Bundle,35.2,False,No,3658.46,,
S-13270,Midwest,Quarterly Bundle,42.8,False,No,2028.31,,
S-17722,Northeast,Monthly Essentials,94.6,0,False,$73.10,,
S-12182,Midwest,Monthly Plus,99.7,1,No,$345.20,2.1,
S-14038,Northeast,Monthly Essentials,35.6,False,No,$898.21,,
S-13420,West,Monthly Essentials,37.3,False,False,725.90,,
S-15583,Midwest,Monthly Plus,74.9,False,No,164.26,,
S-17589,Northeast,Monthly Essentials,85.5,False,False,USD 128.16,,
S-15960,Northeast,Monthly Plus,73.6,No,False,55.44,,
S-17038,Northeast,Monthly Essentials,79.7,No,False,814.90,,
S-11250,West,Monthly Plus,64.2,1,False,766.46,2.7,
S-15497,West,Quarterly Bundle,70.5,No,No,1638.87,,
S-11531,South,Monthly Plus,62.5,Yes,False,1260.92,11.4,
S-13002,West,Quarterly Bundle,85.7,True,No,2467.75,7.5,
S-17016,Midwest,Monthly Essentials,99.6,No,No,594.51,,
S-15804,Midwest,Monthly Plus,64.0,No,0,$565.05,,
S-12647,West,Monthly Plus,83.0,True,No,$935.42,2.7,
S-15352,Midwest,Monthly Plus,55.7,No,No,$776.26,,
S-14008,South,Monthly Essentials,39.7,0,True,$883.53,,bad support experience
S-10150,West,Quarterly Bundle,35.2,True,Yes,2335.97,7.4,poor quality
S-15052,Midwest,Quarterly Bundle,57.5,0,Yes,USD 925.90,,too expensive
S-15303,Midwest,Monthly Plus,68.6,False,0,$576.04,,
S-13918,West,Monthly Essentials,44.2,False,False,$639.62,,
S-10412,South,Monthly Plus,54.2,True,1,"$1,029.05",2.0,found alternative
S-18246,Midwest,Monthly Essentials,96.8,False,False,$368.59,,
S-10869,South,Monthly Plus,49.9,1,False,USD 528.91,5.9,
S-18218,Midwest,Monthly Plus,96.0,0,0,USD 356.39,,
S-11660,Midwest,Monthly Plus,59.5,Yes,False,USD 606.13,7.1,
S-17694,South,Monthly Plus,87.0,No,0,USD 175.02,,
S-12792,Midwest,Monthly Essentials,94.5,Yes,False,USD 332.70,13.0,
S-10653,Northeast,Monthly Plus,48.1,True,False,USD 1282.03,2.2,
S-11884,South,Monthly Essentials,60.9,True,0,$749.14,4.9,
S-11874,Northeast,Monthly Plus,58.6,True,False,"$1,271.99",9.8,
S-15006,South,Monthly Essentials,56.4,No,No,$755.52,,
S-10715,West,Quarterly Bundle,36.7,Yes,Yes,USD 2270.94,1.8,poor quality
S-12115,Midwest,Monthly Essentials,63.7,True,No,392.40,2.6,
S-16826,Northeast,Quarterly Bundle,93.0,False,0,"$2,481.41",,
S-15912,Northeast,Monthly Plus,72.9,False,0,$180.66,,
S-12805,Northeast,Monthly Plus,77.9,Yes,Yes,803.04,12.7,bad support experience
S-10736,West,Monthly Plus,36.5,Yes,1,383.52,6.4,shipping issues
S-11765,South,Monthly Essentials,70.2,Yes,No,520.83,9.1,
S-12996,Northeast,Monthly Plus,97.5,Yes,True,$437.53,12.7,found alternative
S-10002,South,Monthly Plus,53.2,Yes,False,"$1,017.14",13.1,
S-16274,Midwest,Quarterly Bundle,70.2,False,No,445.43,,
S-17306,West,Quarterly Bundle,89.6,False,False,"$1,752.63",,
S-11704,West,Monthly Plus,68.6,True,No,832.98,13.2,
